GMID,Market,PRODUCT_FAMILY,DOSAGE_STRENGTH,MATERIAL_TYPE,LSD_STATUS,MCO_SEGMENTATION,STRATEGY_SEGMENTATION,SMART_SEGMENTATION
300005,OM,3,10 MG,FG,No,Regular MCO,Gold,Secure
140050,BE,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
100002,EX,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
150185,IT,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
150225,DE,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150002,AT,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
150228,DE,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700002,EG,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
170092,AT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
800064,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170078,CL,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
170019,LY,17,35 MG,FG,No,Regular MCO,Gold,Secure
150002,TL,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600058,SP,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800040,SV,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150229,DE,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150184,QA,15,300 MG/2 ML,FG,Global,Regular MCO,Platinum,Supply Growth
170014,AT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110022,HR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700043,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150239,CN,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
300007,CC,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
110007,NA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150240,CN,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
170090,BE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
150243,FR,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
170054,EG,17,35 MG/7 ML,FG,No,Major MCO,Auto Piloted,Secure
130033,AR,13,20 MG/5 ML,FG,Global,Regular MCO,Platinum,Secure
800077,BA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800032,CN,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800062,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
400015,NL,4,2 KIU,FG,No,Top MCO,Auto Piloted,Secure
150247,SG,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170019,PK,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150248,SG,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170094,TW,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
100053,EX,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
150249,SG,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110058,GB,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150189,IT,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
700006,SG,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
150033,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
400065,TH,4,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
110026,PK,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700036,ES,7,84 MG,FG,No,Top MCO,Platinum,Secure
150250,SG,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150252,SG,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
130036,EG,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
700011,AR,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
600010,PE,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
150011,IL,15,300 MG/2 ML,FG,No,Major MCO,Gold,Supply Growth
300004,UA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
160029,EX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170007,EU,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800036,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160007,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800033,CH,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800005,SG,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150078,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
400071,NL,4,250 IU,FG,No,Top MCO,Auto Piloted,Secure
120024,ES,12,100 MG/10 ML,FG,No,Top MCO,Platinum,Supply Growth
300005,UN,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
150219,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
700023,MK,7,84 MG,FG,Global,Regular MCO,Platinum,Secure
150253,SG,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170081,EE,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
150257,SG,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150139,DE,15,300 MG/2 ML,FG,No,Top MCO,Gold,Supply Growth
800035,ZA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110058,PY,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
600040,SA,6,100 IU/1 ML,FG,Global,Regular MCO,Platinum,Secure
800035,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150258,SG,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110040,CL,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150259,DE,15,300 MG/2 ML,SF,No,Top MCO,Auto Piloted,Supply Growth
700014,CA,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700050,CZ,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
600026,FI,6,100 IU/1 ML,FG,Global,Top MCO,Platinum,Secure
110058,CA,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150056,NO,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
600009,M6,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800023,TH,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170003,SP,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
150034,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
300002,EX,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
400041,CA,4,3 KIU,FG,No,Top MCO,Platinum,Secure
160006,NO,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
200023,TW,2,500 IU,FG,No,Regular MCO,Auto Piloted,Supply Growth
140003,PR,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
400015,UN,4,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
150259,RU,15,300 MG/2 ML,SF,No,Regular MCO,Gold,Supply Growth
160001,AE,16,500 MG/25 ML,FG,No,Regular MCO,Gold,Supply Growth
130041,CO,13,4 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
150093,RU,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170039,SP,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800004,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110014,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130003,UN,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800015,GT,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160001,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160077,FR,16,500 MG/25 ML,SF,No,Top MCO,Auto Piloted,Supply Growth
150169,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700014,UA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800043,BY,8,400 IU,FG,No,Regular MCO,Gold,Secure
160015,GR,16,500 MG/25 ML,FG,Global,Major MCO,Platinum,Supply Growth
600033,TH,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
160001,SG,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110057,FR,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170069,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
700010,OM,7,84 MG,FG,No,Regular MCO,Gold,Secure
160002,AE,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
130011,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
800032,US,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150148,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
130012,FR,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
140084,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
160002,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150175,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110019,UY,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160002,SG,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800032,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110006,TH,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800022,CN,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
100045,NL,1,500 IU,FG,No,Top MCO,Auto Piloted,Secure
700012,NO,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170047,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
160003,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170077,EX,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
170018,SK,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
120038,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150082,CC,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
120016,NL,12,100 MG/10 ML,FG,No,Top MCO,Platinum,Supply Growth
110020,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800069,PE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
100058,TH,1,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
900005,NL,9,6 MG/3 ML,FG,No,Top MCO,Auto Piloted,Secure
160071,JP,16,1400 MG/10 ML,FG,Global,Top MCO,Platinum,Supply Growth
110002,UA,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
800022,JO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150102,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
120027,IE,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150156,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170013,UA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
700004,CZ,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
200013,IE,2,250 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
170093,AE,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110031,HU,11,50 MG/10 ML,FG,No,Major MCO,Auto Piloted,Secure
800043,BE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160031,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
140007,TH,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
700006,UA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
160003,MX,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
140011,UN,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
150183,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150159,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700014,PA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800036,DO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110022,CS,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140074,EX,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
160020,CN,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160004,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
200002,IE,2,1000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
160004,MX,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160004,SG,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170011,BE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160019,SG,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160039,QA,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
700017,PK,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
160005,PA,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140063,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
160006,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
600054,NA,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
700038,PT,7,84 MG,FG,Global,Top MCO,Platinum,Secure
150046,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
800077,BM,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150035,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110030,CN,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160006,HU,16,500 MG/25 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
150101,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
300002,BE,3,10 MG,FG,No,Top MCO,Auto Piloted,Secure
110017,AE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
120023,LT,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160007,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160049,EX,16,100 MG/5 ML,SF,No,Regular MCO,Auto Piloted,Supply Growth
150105,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
400065,SE,4,250 IU,FG,No,Top MCO,Auto Piloted,Secure
150188,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
150036,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
800033,GR,8,400 IU,FG,Global,Major MCO,Platinum,Secure
160025,IR,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170098,SP,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110055,NL,11,50 MG/ML,FG,No,Top MCO,Auto Piloted,Secure
800053,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
100047,NL,1,500 IU,FG,No,Top MCO,Auto Piloted,Secure
160070,EX,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800027,BE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150234,DE,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160008,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
140014,TH,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
100053,0,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
110031,EC,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110042,TR,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
160009,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160020,PA,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800060,MA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800077,NO,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
700004,FI,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
600014,M6,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
160010,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170026,UA,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
170031,UA,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
100052,US,1,250 IU,FG,No,Top MCO,Auto Piloted,Secure
700001,LY,7,84 MG,FG,No,Regular MCO,Gold,Secure
150147,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800059,PH,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800027,ZA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700050,CL,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
160011,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160011,RU,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110040,CN,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
600010,NL,6,"2,9 MG/5 ML",FG,No,Top MCO,Auto Piloted,Secure
150037,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
130007,AR,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
110011,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700007,BY,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
170090,US,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160012,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
500001,GB,5,"20 MG/0,2 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
160012,RU,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150099,IQ,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150039,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
160037,PA,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
100002,CO,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
160013,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160014,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160002,RU,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160015,DE,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
160016,DE,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
160017,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110031,PL,11,50 MG/10 ML,FG,No,Major MCO,Auto Piloted,Secure
110058,TW,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150041,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
170080,DE,17,35 MG,FG,No,Top MCO,Gold,Secure
110008,DE,11,50 MG,FG,No,Top MCO,Gold,Secure
800028,DE,8,400 IU,FG,No,Top MCO,Gold,Secure
300002,GB,3,10 MG,FG,No,Top MCO,Platinum,Secure
110058,LV,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
150223,IT,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
300012,EE,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
130025,IQ,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
110060,SK,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
160025,IT,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
400054,CA,4,1 KIU,FG,No,Top MCO,Platinum,Secure
700010,EG,7,84 MG,FG,No,Major MCO,Gold,Secure
150100,IL,15,"200 MG/1,14 ML",FG,Global,Major MCO,Platinum,Supply Growth
800023,NO,8,400 IU,FG,Global,Top MCO,Platinum,Secure
160018,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160026,IT,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
150207,CH,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
300021,ES,3,10 MG,FG,No,Top MCO,Platinum,Secure
160068,SI,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
150121,GB,15,300 MG/2 ML,FG,Global,Top MCO,Platinum,Supply Growth
160065,IT,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160019,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160058,RU,16,500 MG/25 ML,FG,Global,Regular MCO,Platinum,Supply Growth
150167,GR,15,"200 MG/1,14 ML",FG,No,Major MCO,Auto Piloted,Supply Growth
160023,PL,16,100 MG/5 ML,FG,Global,Major MCO,Platinum,Supply Growth
140066,CH,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
900004,CN,9,6 MG/3 ML,FG,No,Top MCO,Platinum,Secure
110029,RO,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
600007,CA,6,"2,9 MG/5 ML",FG,No,Top MCO,Auto Piloted,Secure
160019,FR,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
400065,US,4,250 IU,FG,No,Top MCO,Platinum,Secure
160020,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
140065,DB,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
130024,EG,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
400022,DE,4,500 IU,FG,No,Top MCO,Gold,Secure
120023,US,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800034,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700018,BG,7,84 MG,FG,No,Regular MCO,Gold,Secure
150018,MT,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160002,IL,16,100 MG/5 ML,FG,Global,Major MCO,Platinum,Supply Growth
160031,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800040,FR,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160072,SA,16,MEDICAL SUPPLIES,FG,Global,Regular MCO,Platinum,Supply Growth
500001,TW,5,"20 MG/0,2 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
160066,IT,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110032,KR,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
150170,SE,15,300 MG/2 ML,FG,Global,Top MCO,Platinum,Supply Growth
800016,SP,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160020,FR,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
300010,CH,3,10 MG,FG,Global,Top MCO,Platinum,Secure
800074,EG,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
160021,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
100047,CA,1,500 IU,FG,No,Top MCO,Platinum,Secure
400055,EX,4,750 IU,FG,No,Regular MCO,Auto Piloted,Secure
150184,DE,15,300 MG/2 ML,FG,No,Top MCO,Gold,Supply Growth
160022,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800027,HR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800014,EC,8,400 IU,FG,No,Regular MCO,Gold,Secure
160008,NO,16,100 MG/5 ML,FG,No,Top MCO,Platinum,Supply Growth
150025,AE,15,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Supply Growth
110024,AU,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
150042,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
120017,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
160023,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170032,DK,17,5 MG,FG,Global,Top MCO,Platinum,Secure
110063,TH,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
800081,SI,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160009,CA,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
150097,HK,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170034,TW,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
160023,EE,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800042,IL,8,400 IU,FG,Global,Major MCO,Platinum,Secure
130029,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
150213,BG,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
800076,DE,8,400 IU,FG,No,Top MCO,Gold,Secure
170097,GB,17,35 MG/7 ML,FG,No,Top MCO,Platinum,Secure
140003,AU,14,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
160071,IT,16,1400 MG/10 ML,FG,No,Top MCO,Platinum,Supply Growth
130006,UA,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
110024,US,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170012,ES,17,35 MG,FG,Global,Top MCO,Platinum,Secure
110061,FR,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160069,HK,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
700010,LY,7,84 MG,FG,No,Regular MCO,Gold,Secure
170072,CA,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
600026,DE,6,100 IU/1 ML,FG,No,Top MCO,Gold,Secure
120035,TH,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600042,DE,6,100 IU/1 ML,FG,No,Top MCO,Gold,Secure
800004,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160072,IT,16,MEDICAL SUPPLIES,FG,No,Top MCO,Platinum,Supply Growth
170009,TN,17,35 MG,FG,Global,Regular MCO,Platinum,Secure
150132,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
130013,EG,13,20 MG/5 ML,FG,Global,Major MCO,Platinum,Secure
110049,EX,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
170002,NL,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
110012,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170049,M6,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
110013,CZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160023,HU,16,100 MG/5 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
160024,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
130014,DK,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
700035,SA,7,84 MG,FG,No,Regular MCO,Gold,Secure
600030,AT,6,100 IU/1 ML,FG,Global,Top MCO,Platinum,Secure
